Count,Name,Sex,Age,Height,Weight,Team,Games,Season,Event,Medal,BMI
14150,Annie Lilian La Fleur (Burgess-),F,30,167,62,Australia,2000 Summer,Summer,Basketball Women's Basketball,Silver,22
14151,Miguel La Hera Betancourt,M,23,192,92,Cuba,2008 Summer,Summer,Baseball Men's Baseball,Silver,25
14152,Francesco La Macchia,M,21,173,73,Italy,1960 Summer,Summer,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,24
14153,Risto Juhani Laakkonen,M,24,189,62,Finland,1992 Winter,Winter,"Ski Jumping Men's Large Hill, Team",Gold,17
14154,Antti Akseli Laaksonen,M,32,180,82,Finland,2006 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,25
14155,Emma Kriistina Laaksonen-Terho,F,16,159,60,Finland,1998 Winter,Winter,Ice Hockey Women's Ice Hockey,Bronze,24
14156,Emma Kriistina Laaksonen-Terho,F,28,159,60,Finland,2010 Winter,Winter,Ice Hockey Women's Ice Hockey,Bronze,24
14157,Kysti Kalevi Laasonen,M,26,173,64,Finland,1972 Summer,Summer,Archery Men's Individual,Bronze,21
14158,Fidel LaBarba,M,18,160,51,United States,1924 Summer,Summer,Boxing Men's Flyweight,Gold,20
14159,"Philip William ""Phil"" LaBatte",M,24,180,75,United States,1936 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,23
14160,Stephanie Lynn Marie Labb,F,29,178,53,Canada,2016 Summer,Summer,Football Women's Football,Bronze,17
14161,Lloyd Barrington LaBeach,M,26,185,73,Panama,1948 Summer,Summer,Athletics Men's 100 metres,Bronze,21
14162,Lloyd Barrington LaBeach,M,26,185,73,Panama,1948 Summer,Summer,Athletics Men's 200 metres,Bronze,21
14163,"Charline ""Charlie"" Labont",F,23,175,72,Canada,2006 Winter,Winter,Ice Hockey Women's Ice Hockey,Gold,24
14164,"Charline ""Charlie"" Labont",F,27,175,72,Canada,2010 Winter,Winter,Ice Hockey Women's Ice Hockey,Gold,24
14165,"Charline ""Charlie"" Labont",F,31,175,72,Canada,2014 Winter,Winter,Ice Hockey Women's Ice Hockey,Gold,24
14166,Henri Jean LaBorde,M,22,183,95,United States,1932 Summer,Summer,Athletics Men's Discus Throw,Silver,28
14167,Marion Laborde,F,25,178,75,France,2012 Summer,Summer,Basketball Women's Basketball,Silver,24
14168,Yurisel Laborde Duanes,F,24,167,78,Cuba,2004 Summer,Summer,Judo Women's Half-Heavyweight,Bronze,28
14169,"Yanelis Yuliet ""Yanely"" Labrada Daz",F,22,167,49,Cuba,2004 Summer,Summer,Taekwondo Women's Flyweight,Silver,18
14170,Venus Milette Lacey,F,29,193,86,United States,1996 Summer,Summer,Basketball Women's Basketball,Gold,23
14171,Vladek Lacina,M,27,190,91,Czechoslovakia,1976 Summer,Summer,Rowing Men's Quadruple Sculls,Bronze,25
14172,Mark Andrew Lackie,M,24,182,82,Canada,1992 Winter,Winter,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,25
14173,Blaenko Lackovi,M,23,196,99,Croatia,2004 Summer,Summer,Handball Men's Handball,Gold,26
14174,Blaenko Lackovi,M,31,196,99,Croatia,2012 Summer,Summer,Handball Men's Handball,Bronze,26
14175,Guy Lacombe,M,29,177,70,France,1984 Summer,Summer,Football Men's Football,Gold,22
14176,Alexandra Lacrabre,F,29,177,73,France,2016 Summer,Summer,Handball Women's Handball,Silver,23
14177,Alphonse Albert LaCroix,M,26,170,62,United States,1924 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,21
14178,Lo Jean Fernand Lacroix,M,26,179,79,France,1964 Winter,Winter,Alpine Skiing Men's Downhill,Silver,25
14179,Jess Mara Lacruz Gmez,M,22,183,78,Spain,2000 Summer,Summer,Football Men's Football,Silver,23
14180,Jacques Guy Ladgaillerie,M,32,176,69,France,1972 Summer,Summer,"Fencing Men's epee, Individual",Silver,22
14181,Du'aine Ladejo (Thorne-),M,21,187,84,Great Britain,1992 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Bronze,24
14182,Du'aine Ladejo (Thorne-),M,25,187,84,Great Britain,1996 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Silver,24
14183,Jules Ladoumgue,M,21,171,59,France,1928 Summer,Summer,"Athletics Men's 1,500 metres",Silver,20
14184,Christian Donald Laettner,M,22,211,107,United States,1992 Summer,Summer,Basketball Men's Basketball,Gold,24
14185,Andry Laffita Hernndez,M,30,162,51,Cuba,2008 Summer,Summer,Boxing Men's Flyweight,Silver,19
14186,Michel Peter Lafis,M,20,185,78,Sweden,1988 Summer,Summer,Cycling Men's 100 kilometres Team Time Trial,Bronze,23
14187,Vincent Lafko,M,27,186,91,Czechoslovakia,1972 Summer,Summer,Handball Men's Handball,Silver,26
14188,"Thomas Joseph ""Tom"" LaGarde",M,21,208,97,United States,1976 Summer,Summer,Basketball Men's Basketball,Gold,22
14189,Bernard Kipchirchir Lagat,M,25,173,58,Kenya,2000 Summer,Summer,"Athletics Men's 1,500 metres",Bronze,19
14190,Bernard Kipchirchir Lagat,M,29,173,58,Kenya,2004 Summer,Summer,"Athletics Men's 1,500 metres",Silver,19
14191,"Catharina Bernadetta Jacoba ""Tineke"" Lagerberg",F,19,150,55,Netherlands,1960 Summer,Summer,Swimming Women's 400 metres Freestyle,Bronze,24
14192,Karim Florent Laghouag,M,40,177,70,France,2016 Summer,Summer,"Equestrianism Mixed Three-Day Event, Team",Gold,22
14193,Scotty Lago,M,22,185,77,United States,2010 Winter,Winter,Snowboarding Men's Halfpipe,Bronze,22
14194,Yevgeny Aleksandrovich Lagunov,M,22,188,77,Russia,2008 Summer,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,22
14195,Yevgeny Aleksandrovich Lagunov,M,26,188,77,Russia,2012 Summer,Summer,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,22
14196,Boris Nikolayevich Lagutin,M,22,172,71,Soviet Union,1960 Summer,Summer,Boxing Men's Light-Middleweight,Bronze,24
14197,Boris Nikolayevich Lagutin,M,26,172,71,Soviet Union,1964 Summer,Summer,Boxing Men's Light-Middleweight,Gold,24
14198,Boris Nikolayevich Lagutin,M,30,172,71,Soviet Union,1968 Summer,Summer,Boxing Men's Light-Middleweight,Gold,24
14199,Matti Ensio Lhde,M,24,176,70,Finland,1936 Winter,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,23
14200,Brahim Lahlafi,M,32,172,62,Morocco,2000 Summer,Summer,"Athletics Men's 5,000 metres",Bronze,21
14201,Jana Lahodov (-Vudmaskov),F,23,157,65,Czechoslovakia,1980 Summer,Summer,Hockey Women's Hockey,Silver,26
14202,Krista Lhteenmki (-Prmkoski),F,23,160,57,Finland,2014 Winter,Winter,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,22
14203,Janne Petteri Lahtela,M,23,171,72,Finland,1998 Winter,Winter,Freestyle Skiing Men's Moguls,Silver,25
14204,Janne Petteri Lahtela,M,27,171,72,Finland,2002 Winter,Winter,Freestyle Skiing Men's Moguls,Gold,25
14205,Hugo Jalmari Lahtinen,M,28,182,78,Finland,1920 Summer,Summer,Athletics Men's Pentathlon,Bronze,24
14206,Yuriy Vasylovych Lahutin,M,27,184,84,Soviet Union,1976 Summer,Summer,Handball Men's Handball,Gold,25
14207,Lai Runming,M,21,161,56,China,1984 Summer,Summer,Weightlifting Men's Bantamweight,Silver,22
14208,Lai Yawen,F,25,187,77,China,1996 Summer,Summer,Volleyball Women's Volleyball,Silver,22
14209,Bernard Laidebeur,M,22,180,75,France,1964 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Bronze,23
14210,Stuart Ralston Laidlaw,M,27,168,60,Winnipeg Shamrocks-1,1904 Summer,Summer,Lacrosse Men's Lacrosse,Gold,21
14211,Olli Eino Laiho,M,25,175,70,Finland,1968 Summer,Summer,Gymnastics Men's Pommelled Horse,Silver,23
14212,Erkki Juhani Laine,M,30,174,78,Finland,1988 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,26
14213,"Leslie Alphonso ""Les"" Laing",M,27,164,55,Jamaica,1952 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Gold,20
14214,Kari Juhani Laitinen,M,23,178,80,Finland,1988 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,25
14215,Mika Antero Laitinen,M,18,189,63,Finland,1992 Winter,Winter,"Ski Jumping Men's Large Hill, Team",Gold,18
14216,Samppa Kalevi Lajunen,M,18,177,65,Finland,1998 Winter,Winter,Nordic Combined Men's Team,Silver,21
14217,Samppa Kalevi Lajunen,M,18,177,65,Finland,1998 Winter,Winter,Nordic Combined Men's Individual,Silver,21
14218,Samppa Kalevi Lajunen,M,22,177,65,Finland,2002 Winter,Winter,Nordic Combined Men's Team,Gold,21
14219,Samppa Kalevi Lajunen,M,22,177,65,Finland,2002 Winter,Winter,Nordic Combined Men's Individual,Gold,21
14220,Samppa Kalevi Lajunen,M,22,177,65,Finland,2002 Winter,Winter,Nordic Combined Men's Sprint,Gold,21
14221,"Joshua David ""Josh"" Lakatos",M,23,180,81,United States,1996 Summer,Summer,Shooting Men's Trap,Silver,25
14222,Mara Laki,F,25,170,65,Yugoslavia,1988 Summer,Summer,Basketball Women's Basketball,Silver,22
14223,Mohinder Lal,M,24,165,58,India,1960 Summer,Summer,Hockey Men's Hockey,Silver,21
14224,Mohinder Lal,M,28,165,58,India,1964 Summer,Summer,Hockey Men's Hockey,Gold,21
14225,Ji Lla,M,24,178,82,Czechoslovakia,1984 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,26
14226,Gennady Kazbekovich Laliyev,M,25,174,84,Kazakhstan,2004 Summer,Summer,"Wrestling Men's Middleweight, Freestyle",Silver,28
14227,Tania Lamarca Celada,F,16,158,36,Spain,1996 Summer,Summer,Rhythmic Gymnastics Women's Group,Gold,14
14228,Kim Lamarre,F,25,165,54,Canada,2014 Winter,Winter,Freestyle Skiing Women's Slopestyle,Bronze,20
14229,Eric Lamaze,M,40,170,65,Canada,2008 Summer,Summer,"Equestrianism Mixed Jumping, Individual",Gold,22
14230,Eric Lamaze,M,40,170,65,Canada,2008 Summer,Summer,"Equestrianism Mixed Jumping, Team",Silver,22
14231,Eric Lamaze,M,48,170,65,Canada,2016 Summer,Summer,"Equestrianism Mixed Jumping, Individual",Bronze,22
14232,"George Howard Lambert, Jr.",M,28,188,81,United States,1956 Summer,Summer,Modern Pentathlon Men's Team,Silver,23
14233,"George Howard Lambert, Jr.",M,31,188,81,United States,1960 Summer,Summer,Modern Pentathlon Men's Team,Bronze,23
14234,Nathalie Brigitte Lambert,F,28,170,65,Canada,1992 Winter,Winter,"Short Track Speed Skating Women's 3,000 metres Relay",Gold,22
14235,Nathalie Brigitte Lambert,F,30,170,65,Canada,1994 Winter,Winter,"Short Track Speed Skating Women's 1,000 metres",Silver,22
14236,Nathalie Brigitte Lambert,F,30,170,65,Canada,1994 Winter,Winter,"Short Track Speed Skating Women's 3,000 metres Relay",Silver,22
14237,Stephen Lambert,M,28,188,87,Australia,2008 Summer,Summer,Hockey Men's Hockey,Bronze,25
14238,Stphane Lambiel,M,20,174,61,Switzerland,2006 Winter,Winter,Figure Skating Men's Singles,Silver,20
14239,"Richard Edward ""Rich"" Lambourne",M,33,190,100,United States,2008 Summer,Summer,Volleyball Men's Volleyball,Gold,28
14240,Alessandro Lambruschini,M,31,178,63,Italy,1996 Summer,Summer,"Athletics Men's 3,000 metres Steeplechase",Bronze,20
14241,Jol Lamela Luaces,M,21,172,70,Cuba,1992 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Bronze,24
14242,Georg Lammers,M,23,178,84,Germany,1928 Summer,Summer,Athletics Men's 100 metres,Bronze,27
14243,Georg Lammers,M,23,178,84,Germany,1928 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Silver,27
14244,Kim Lammers,F,31,176,69,Netherlands,2012 Summer,Summer,Hockey Women's Hockey,Gold,22
14245,Sophie Lamon,F,15,173,53,Switzerland,2000 Summer,Summer,"Fencing Women's epee, Team",Silver,18
14246,Yevgeniya Alekseyevna Lamonova,F,24,174,62,Russia,2008 Summer,Summer,"Fencing Women's Foil, Team",Gold,20
14247,Jean-Franois Lamour,M,28,184,86,France,1984 Summer,Summer,"Fencing Men's Sabre, Individual",Gold,25
14248,Jean-Franois Lamour,M,28,184,86,France,1984 Summer,Summer,"Fencing Men's Sabre, Team",Silver,25
14249,Jean-Franois Lamour,M,32,184,86,France,1988 Summer,Summer,"Fencing Men's Sabre, Individual",Gold,25
14250,Jean-Franois Lamour,M,36,184,86,France,1992 Summer,Summer,"Fencing Men's Sabre, Individual",Bronze,25
14251,Jean-Franois Lamour,M,36,184,86,France,1992 Summer,Summer,"Fencing Men's Sabre, Team",Bronze,25
14252,Jocelyne Nicole Lamoureux,F,20,168,70,United States,2010 Winter,Winter,Ice Hockey Women's Ice Hockey,Silver,25
14253,Jocelyne Nicole Lamoureux,F,24,168,70,United States,2014 Winter,Winter,Ice Hockey Women's Ice Hockey,Silver,25
14254,Monique Edith Lamoureux (-Kolls),F,20,168,70,United States,2010 Winter,Winter,Ice Hockey Women's Ice Hockey,Silver,25
14255,Monique Edith Lamoureux (-Kolls),F,24,168,70,United States,2014 Winter,Winter,Ice Hockey Women's Ice Hockey,Silver,25
14256,Thomas Lamparter,M,27,183,98,Switzerland-1,2006 Winter,Winter,Bobsleigh Men's Four,Bronze,29
14257,Oliver Lampe,M,22,198,97,Germany,1996 Summer,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,25
14258,Werner Lampe,M,19,195,80,West Germany,1972 Summer,Summer,Swimming Men's 200 metres Freestyle,Bronze,21
14259,Werner Lampe,M,19,195,80,West Germany,1972 Summer,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,21
14260,Vyacheslav Frolovich Lampeyev,M,28,185,89,Soviet Union,1980 Summer,Summer,Hockey Men's Hockey,Bronze,26
14261,Jennifer Frances Lamy (-Frank),F,19,173,60,Australia,1968 Summer,Summer,Athletics Women's 200 metres,Bronze,20
14262,"James Ernest ""Jim"" Lamy",M,27,183,114,United States-1,1956 Winter,Winter,Bobsleigh Men's Four,Bronze,34
14263,Jason Grgory Lamy-Chappuis,M,23,178,65,France,2010 Winter,Winter,"Nordic Combined Men's Normal Hill / 10 km, Individual",Gold,21
14264,Brett Daniel Lancaster,M,24,189,80,Australia,2004 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Gold,22
14265,"Suzanne Ciscele ""Suzie"" Landells (-Dill-Macky)",F,19,162,57,Australia,1984 Summer,Summer,Swimming Women's 400 metres Individual Medley,Silver,22
14266,Andrew Landenberger,M,29,182,73,Australia,1996 Summer,Summer,Sailing Mixed Multihull,Silver,22
14267,Dominik Landertinger,M,22,188,75,Austria,2010 Winter,Winter,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,21
14268,Dominik Landertinger,M,26,188,75,Austria,2014 Winter,Winter,Biathlon Men's 10 kilometres Sprint,Silver,21
14269,Dominik Landertinger,M,26,188,75,Austria,2014 Winter,Winter,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,21
14270,Gabriel Ingemar John Landeskog,M,21,185,99,Sweden,2014 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,29
14271,"Nicolaas Albertus Adrianus ""Nico"" Landeweerd",M,22,178,74,Netherlands,1976 Summer,Summer,Water Polo Men's Water Polo,Bronze,23
14272,Sigrid Landgraf (-Bartels),F,25,174,62,West Germany,1984 Summer,Summer,Hockey Women's Hockey,Silver,20
14273,Niklas Landin Jacobsen,M,27,201,102,Denmark,2016 Summer,Summer,Handball Men's Handball,Gold,25
14274,"Richmond Wilcox ""Dick"" Landon",M,21,188,73,United States,1920 Summer,Summer,Athletics Men's High Jump,Gold,21
14275,Laurisa Landre,F,30,174,67,France,2016 Summer,Summer,Handball Women's Handball,Silver,22
14276,Ghislaine Landry,F,28,163,65,Canada,2016 Summer,Summer,Rugby Sevens Women's Rugby Sevens,Bronze,24
14277,Maik Landsmann,M,20,183,82,East Germany,1988 Summer,Summer,Cycling Men's 100 kilometres Team Time Trial,Gold,24
14278,"Eelis Eenok ""Eeles"" Landstrm",M,28,185,81,Finland,1960 Summer,Summer,Athletics Men's Pole Vault,Bronze,24
14279,Bernd Landvoigt,M,21,188,88,East Germany,1972 Summer,Summer,Rowing Men's Coxed Eights,Bronze,25
14280,Bernd Landvoigt,M,25,188,88,East Germany,1976 Summer,Summer,Rowing Men's Coxless Pairs,Gold,25
14281,Bernd Landvoigt,M,29,188,88,East Germany,1980 Summer,Summer,Rowing Men's Coxless Pairs,Gold,25
14282,Jrg Landvoigt,M,21,190,85,East Germany,1972 Summer,Summer,Rowing Men's Coxed Eights,Bronze,24
14283,Jrg Landvoigt,M,25,190,85,East Germany,1976 Summer,Summer,Rowing Men's Coxless Pairs,Gold,24
14284,Jrg Landvoigt,M,29,190,85,East Germany,1980 Summer,Summer,Rowing Men's Coxless Pairs,Gold,24
14285,John Michael Landy,M,26,182,69,Australia,1956 Summer,Summer,"Athletics Men's 1,500 metres",Bronze,21
14286,"Francis Adonijah ""Frank"" Lane",M,21,170,69,United States,1896 Summer,Summer,Athletics Men's 100 metres,Bronze,24
14287,"Lester Everett ""Les"" Lane",M,28,177,77,United States,1960 Summer,Summer,Basketball Men's Basketball,Gold,25
14288,Giovanni Battista Lanfranco,M,28,188,80,Italy,1984 Summer,Summer,Volleyball Men's Volleyball,Bronze,23
14289,Brent Dennis Lang,M,20,198,82,United States,1988 Summer,Summer,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,21
14290,Czesaw Lang,M,25,173,70,Poland,1980 Summer,Summer,"Cycling Men's Road Race, Individual",Silver,23
14291,Peter Lang,M,18,191,84,West Germany,1976 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Bronze,23
14292,Peter rsted Lang,M,23,185,80,Denmark,2012 Summer,Summer,Sailing Men's Skiff,Bronze,23
14293,Lang Ping,F,23,184,71,China,1984 Summer,Summer,Volleyball Women's Volleyball,Gold,21
14294,Robert Lang,M,21,189,96,Czechoslovakia,1992 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,27
14295,Robert Lang,M,27,189,96,Czech Republic,1998 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,27
14296,Robert Lang,M,35,189,96,Czech Republic,2006 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,27
14297,Nancy Jebet Langat,F,26,153,49,Kenya,2008 Summer,Summer,"Athletics Women's 1,500 metres",Gold,21
14298,Martha Langbein-Pensberger (-Schreiber),F,19,160,56,Germany,1960 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Silver,22
14299,Andr Lange,M,28,188,100,Germany-2,2002 Winter,Winter,Bobsleigh Men's Four,Gold,28
14300,Andr Lange,M,32,188,100,Germany-1,2006 Winter,Winter,Bobsleigh Men's Two,Gold,28
14301,Andr Lange,M,32,188,100,Germany-1,2006 Winter,Winter,Bobsleigh Men's Four,Gold,28
14302,Andr Lange,M,36,188,100,Germany-1,2010 Winter,Winter,Bobsleigh Men's Two,Gold,28
14303,Andr Lange,M,36,188,100,Germany-1,2010 Winter,Winter,Bobsleigh Men's Four,Silver,28
14304,Jzef Lange,M,27,165,70,Poland,1924 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Silver,26
14305,Marita Lange,F,25,182,85,East Germany,1968 Summer,Summer,Athletics Women's Shot Put,Silver,26
14306,Paul Lange,M,29,178,78,Germany,1960 Summer,Summer,Canoeing Men's Kayak Relay 4 x 500 metres,Gold,25
14307,Santiago Ral Lange Roberti,M,42,184,73,Argentina,2004 Summer,Summer,Sailing Mixed Multihull,Bronze,22
14308,Santiago Ral Lange Roberti,M,46,184,73,Argentina,2008 Summer,Summer,Sailing Mixed Multihull,Bronze,22
14309,Santiago Ral Lange Roberti,M,54,184,73,Argentina,2016 Summer,Summer,Sailing Mixed Multihull,Gold,22
14310,Thomas Lange,M,24,189,89,East Germany,1988 Summer,Summer,Rowing Men's Single Sculls,Gold,25
14311,Thomas Lange,M,28,189,89,Germany,1992 Summer,Summer,Rowing Men's Single Sculls,Gold,25
14312,Thomas Lange,M,32,189,89,Germany,1996 Summer,Summer,Rowing Men's Single Sculls,Bronze,25
14313,Helen Langehanenberg,F,30,164,48,Germany,2012 Summer,Summer,"Equestrianism Mixed Dressage, Team",Silver,18
14314,Christoph Langen,M,29,188,98,Germany-2,1992 Winter,Winter,Bobsleigh Men's Two,Bronze,28
14315,Christoph Langen,M,35,188,98,Germany-1,1998 Winter,Winter,Bobsleigh Men's Two,Bronze,28
14316,Christoph Langen,M,35,188,98,Germany-2,1998 Winter,Winter,Bobsleigh Men's Four,Gold,28
14317,Christoph Langen,M,39,188,98,Germany-1,2002 Winter,Winter,Bobsleigh Men's Two,Gold,28
14318,Jamie Craig Langenbrunner,M,34,185,93,United States,2010 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,27
14319,Lucyna Langer (-Kaek),F,24,167,55,Poland,1980 Summer,Summer,Athletics Women's 100 metres Hurdles,Bronze,20
14320,"Ludwig Ernest Frank ""Ludy"" Langer",M,27,175,73,United States,1920 Summer,Summer,Swimming Men's 400 metres Freestyle,Silver,24
14321,Terje Bjarte Langli,M,27,178,74,Norway,1992 Winter,Winter,Cross Country Skiing Men's 30 kilometres,Bronze,23
14322,Terje Bjarte Langli,M,27,178,74,Norway,1992 Winter,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,23
14323,Lloyd Langlois,M,31,167,64,Canada,1994 Winter,Winter,Freestyle Skiing Men's Aerials,Bronze,23
14324,"Matthew Keir ""Matt"" Langridge",M,25,194,93,Great Britain,2008 Summer,Summer,Rowing Men's Coxed Eights,Silver,25
14325,"Matthew Keir ""Matt"" Langridge",M,29,194,93,Great Britain,2012 Summer,Summer,Rowing Men's Coxed Eights,Bronze,25
14326,"Matthew Keir ""Matt"" Langridge",M,33,194,93,Great Britain,2016 Summer,Summer,Rowing Men's Coxed Eights,Gold,25
14327,"Steven Daniel ""Steve"" Langton",M,30,188,105,United States-1,2014 Winter,Winter,Bobsleigh Men's Two,Bronze,30
14328,"Steven Daniel ""Steve"" Langton",M,30,188,105,United States-1,2014 Winter,Winter,Bobsleigh Men's Four,Bronze,30
14329,Aurimas Lankas,M,30,178,89,Lithuania,2016 Summer,Summer,"Canoeing Men's Kayak Doubles, 200 metres",Bronze,28
14330,Sanna Kristiina Lankosaari,F,19,162,63,Finland,1998 Winter,Winter,Ice Hockey Women's Ice Hockey,Bronze,24
14331,Sonia May Lannaman (-Garmston),F,24,165,57,Great Britain,1980 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Bronze,21
14332,Colleen Lanne,F,24,177,65,United States,2004 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,21
14333,"Jozeph Johannes Gerhardus Marinus ""Jos"" Lansink",M,31,178,70,Netherlands,1992 Summer,Summer,"Equestrianism Mixed Jumping, Team",Gold,22
14334,Vera Stepanovna Lantratova (-Ganzhenko),F,21,174,72,Soviet Union,1968 Summer,Summer,Volleyball Women's Volleyball,Gold,24
14335,Filippo Lanza,M,25,198,98,Italy,2016 Summer,Summer,Volleyball Men's Volleyball,Silver,25
14336,Mario Lanzi,M,21,180,76,Italy,1936 Summer,Summer,Athletics Men's 800 metres,Silver,23
14337,Lao Lishi,F,16,153,43,China,2004 Summer,Summer,Diving Women's Platform,Silver,18
14338,Lao Lishi,F,16,153,43,China,2004 Summer,Summer,Diving Women's Synchronized Platform,Gold,18
14339,Sandra Laoura,F,25,167,60,France,2006 Winter,Winter,Freestyle Skiing Women's Moguls,Bronze,22
14340,Diego Jos Lapera Sotolongo,M,25,181,83,Cuba,1976 Summer,Summer,Volleyball Men's Volleyball,Bronze,25
14341,Henri Andr Laperrire,M,22,189,79,Canada,1948 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,22
14342,Dmitry Valentinovich Lapikov,M,26,183,105,Russia,2008 Summer,Summer,Weightlifting Men's Heavyweight,Bronze,31
14343,Nataliya Yuryevna Lapitskaya (-Tsygankova),F,26,176,68,Soviet Union,1988 Summer,Summer,Handball Women's Handball,Bronze,22
